,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
12379,1,-1232,5111,791.7401227000001,597616.7654,773.0567672000001,23.71776458,3.852452493,6343,-2441,4637,1319.242201,811555.8044,900.8639212000002,7.961673595,-0.608316636,7078,-1099,881,359.6302789,99068.81152,314.7519841,7.414802942000001,1980,15949362.29,19129061.46,3682719.982,40118555,111385599,8277372,3.03056221,3.2742938710000002,2.86944347
12380,1,-3404,5131,1116.028603,1169963.578,1081.6485460000001,10.24542175,1.6528369090000001,8535,-4911,4784,1564.121174,1468075.871,1211.641808,10.40835915,-1.280982201,9695,-2237,1069,471.83680310000005,203594.5928,451.2145751,12.118473199999999,3306,9409737.582,9990933.055,4018136.834,79713270,156574403,14248318,3.1371590460000003,3.088190963,2.8175384539999997
12381,1,-1494,5101,788.1556299,601959.4079999999,775.8604307,23.97846228,3.7893939530000003,6595,-3666,4715,1324.232779,816780.1912,903.7589231000001,12.753501,-0.96790516,8381,-1514,594,385.9822089,115223.9451,339.4465276,13.16637633,2108,8626034.563,12990099.19,3288062.409,39756115,112229917,9534865,3.2813484330000002,3.192440069,2.919378107
12382,1,-1363,4979,1042.926606,926041.6523,962.3105800000001,11.10435184,2.82165102,6342,-176,3372,1224.191557,345168.9688,587.5108244,5.5048900839999995,1.423408606,3548,-2633,1207,650.9679572000001,419207.249,647.4621602999999,5.827012172000001,3840,25052891.96,13776136.4,10342169.7,69612538,95913278,27120594,2.9083570389999998,3.016671229,2.6833325390000002
12383,1,-1212,2303,463.34132939999995,172711.4219,415.5856372,10.03359561,1.271787962,3515,372,2225,1040.84286,81947.11499,286.2640651,7.226026407000001,2.035904737,1853,-1920,1297,509.6797095,241311.3906,491.2345576,5.644339695,3217,3179703.854,4966348.355,7684166.24,13739852,69334647,16625498,3.0422287710000004,3.11074638,2.7827664039999997
12384,1,-4010,5070,1068.51708,1103691.562,1050.567257,12.74951941,1.164706775,9080,-2764,4029,1212.774138,509655.3318,713.9014861,15.28035993,-0.710510548,6793,-2297,1247,437.37030219999997,166761.3906,408.36428670000004,19.34759304,3544,1359265.471,5154060.907,2998940.276,73070640,94132551,12242738,2.9096357210000003,3.1046543769999997,3.205624807
12385,1,-898,4909,688.4017609,433903.2341,658.7133171,38.09851116,5.511858131,5807,-401,4186,1141.01998,252198.2773,502.1934661,22.923062100000003,3.339448198,4587,-2891,613,490.13367120000004,227982.7517,477.4753938,23.60002737,3504,5361442.615,9588298.638,6991447.72,30329407,83323302,15374785,3.3464286569999997,3.3285401230000002,3.159101513
12386,1,-4949,5151,982.407335,937417.5291,968.2032478,20.35584268,-0.23776034,10100,-4892,4774,1404.418607,1070188.476,1034.499142,18.43040829,-1.354797742,9666,-4920,4673,1028.534189,1045187.627,1022.344182,17.49471539,9593,4123607.29,7842216.994,8354019.223999999,61767947,126233064,67704485,3.36236942,3.263894425,3.197335931
12387,1,-717,2232,538.9037194,192350.3818,438.5776805,4.857268845,1.313295383,2949,-78,2323,1099.7866199999999,147052.8357,383.4746872,2.375708143,-0.416702365,2401,-1069,405,270.6189953,72958.76929,270.1088101,2.5733670230000003,1474,6345332.975,10777363.0,2383121.617,18586702,77409959,4687017,2.7915804860000004,2.362834565,2.619793633
12388,1,-2060,1676,437.27478130000003,138560.4978,372.2371526,23.89019966,-2.35948321,3736,176,2205,1033.357868,40361.16772,200.90089030000001,22.17853731,1.753666617,2029,-217,455,164.1209063,5733.581787,75.72041856,10.85468129,672,507232.959,4648308.334,156166.5261,12237391,68341023,1723883,3.216822788,2.872451577,3.1621618469999997
12389,1,-767,878,369.8764785,70799.75952,266.082242,2.071377863,-0.5551767879999999,1645,480,1431,1032.526203,38072.79077,195.122502,0.994222423,-0.926266707,951,-712,257,151.8596186,23048.65234,151.81782619999998,6.389265605,969,1307407.996,6568654.656,947115.7023,8755751,68231063,1475926,2.857745713,1.9521227980000002,2.584429754
12390,1,-90,676,176.9162054,9616.78125,98.06518878,11.51598053,1.965591312,766,960,1245,1025.6347119999998,1429.6835939999999,37.811157,16.87911166,3.542599586,285,0,277,182.9295886,2228.195068,47.20376117,2.80477678,277,74069.54147000001,4573543.966,115727.6938,2003158,67323300,2141647,3.3084309039999997,3.171265356,2.9966822360000003
12391,1,-757,3353,671.26385,312490.0156,559.008064,14.9960571,3.485482378,4110,166,1901,1023.4953210000001,116227.2009,340.92110660000003,0.374990459,-0.389747346,1735,-475,673,181.82550869999997,31421.531010000002,177.26119430000003,2.7573342939999996,1148,819011.9187,5704140.656,232641.1185,28838090,67042731,2115873,2.795235129,2.2779177969999997,2.79363586
12392,1,-1686,727,414.37134239999995,89343.57788,298.903961,27.04323559,-4.309435239,2413,264,2009,1045.616505,77753.8125,278.8437062,1.9951320819999998,-0.149016339,1745,-514,445,162.5525396,26328.570069999998,162.26080880000004,1.0644927290000001,959,1836698.2480000001,6995946.668,436597.3788,10989031,69972088,1691093,3.119185693,2.533881161,2.967076879
12393,1,-212,2191,457.7867442,78264.38647,279.7577282,26.04422338,4.200548014,2403,-137,1823,1050.525018,156752.1836,395.91941549999996,0.10490980800000001,-0.618353657,1960,-514,356,176.16070430000002,26049.11621,161.397386,0.011840298999999999,870,1517907.47,9523781.867999999,949056.7116,13412397,70630580,1986086,3.289339865,1.9564769309999999,2.637954503
12394,1,-2060,3303,671.5602402000001,377246.9648,614.2043348,11.61697814,1.4388299690000002,5363,-333,2068,1042.724459,245554.0603,495.53411619999997,0.13530698900000002,-0.279383338,2401,-792,376,187.3686623,35098.109130000004,187.3448935,4.33256866,1168,3636663.163,10603121.18,852602.4194,28863562,69585555,2246849,3.2477234839999998,2.731381602,2.856819435
12395,1,-2797,5030,1113.672683,1178312.522,1085.501047,7.418358201,1.397141491,7827,-1029,4117,1213.026297,458421.9998,677.0686817000001,6.947851909,1.069765992,5146,-1257,811,363.44093399999997,120700.4209,347.4196611,4.56980955,2068,11235453.4,12298075.08,1801091.101,79377078,94171699,8453716,2.980144568,3.216584876,2.9957241060000004
12396,1,-2737,5060,796.7900151,561272.3337,749.1811088,27.22972877,3.0265587939999996,7797,-156,2843,1097.384789,223534.5273,472.7943817,3.1685932880000003,0.077192539,2999,-732,2108,333.8443687,101620.1006,318.77907799999997,22.73866122,2840,1739597.427,8983360.776,2163242.9080000003,40631957,77072216,7132932,3.2517964160000004,3.064835369,3.1410713539999997
12397,1,-808,2626,543.4736222999999,197912.2986,444.8733512,13.70769673,2.791339606,3434,-58,2598,1072.4291640000001,202341.2178,449.82354069999997,1.520007137,0.156189367,2656,-465,821,201.756157,40526.23804,201.3112963,3.329683012,1286,2763173.662,8825852.04,1059962.4579999999,18903269,73606676,2605155,3.180220305,2.687618364,2.8074280110000003
12398,1,-1343,3606,645.6522381,305394.2969,552.6249152,18.82991672,3.085573295,4949,88,2176,1044.134121,208201.6006,456.2911358,-0.060594842999999995,-0.048129759,2088,-554,425,184.4894983,33896.83984,184.11094440000002,0.394899714,979,4358578.364,9967332.875,717655.5291,26679476,69773828,2178328,3.004615124,2.174156322,2.9445823769999997
12399,1,-1434,2616,613.5956654,231540.9763,481.1870492,10.06447222,1.408661399,4050,-147,2137,1083.04528,269210.0642,518.8545694000001,-0.48252430700000004,-0.254835898,2284,-495,475,189.426107,35163.33984,187.5189053,0.212264993,970,3458788.167,13837444.7,1143474.138,24095977,75071173,2296464,3.30625078,1.9920304,2.509470665
12400,1,151,929,423.4142291,22772.83179,150.9066989,2.381508006,1.408361719,778,-156,1803,1051.3941929999999,174687.1875,417.9559636,0.09983051400000001,-0.627534734,1959,-425,198,157.22018799999998,23143.08984,152.12853069999997,-0.160634445,623,1503478.511,10971334.14,691190.9467,11473895,70747504,1581964,2.46741938,2.021992022,2.126857276
12401,1,-1505,4121,783.6520772000001,495225.6931,703.7227387999999,13.22602205,2.672299606,5626,-107,2009,1076.4170960000001,177614.4685,421.4433159,0.699181677,-0.36001407700000004,2116,-1168,861,310.8469026,95056.89429,308.3129811,5.0858584669999995,2029,9750838.033,10691395.01,2437053.326,39303077,74155121,6184051,3.029227337,2.684844946,2.8562543789999997
12402,1,80,1343,434.56670230000003,46742.780269999996,216.2007869,8.478604286,2.527774518,1263,-49,1598,1026.254134,117957.44699999999,343.4493369,1.034606723,-0.8974401479999999,1647,-415,485,176.63225390000002,31084.39624,176.3076749,1.057004826,900,2629549.324,8183230.329,1281350.808,12086286,67404643,1996733,2.552941954,1.6511371719999999,2.206930111
12403,1,-2727,5121,931.5529960000001,743897.9841,862.4952082000001,15.44864241,2.301250709,7848,-2568,4588,1214.970775,611457.4099,781.9574221,11.37629563,0.110211641,7156,-366,1207,216.67004,41311.52734,203.2523735,13.5352614,1573,3678841.7389999996,11837924.53,354616.4543,55538623,94473855,3004538,3.2290938510000005,3.248172255,3.0731159669999997
12404,1,-1585,1444,491.2910447,184178.6521,429.16040369999996,5.9058067229999995,-0.35544242600000003,3029,343,1588,1108.8006890000001,73007.57813,270.1991453,0.8370764890000001,-0.658343135,1245,-920,1128,373.5615327,93215.65625,305.3123912,4.562579137,2048,2379755.921,5372117.741,1298144.989,15447481,78684094,8931086,2.3287859,1.384998323,2.3208552940000002
12405,1,101,505,289.63204029999997,5311.621094,72.88086919,1.006824006,0.751836733,404,656,1235,1018.5320630000001,16802.5,129.6244576,0.08279895,-0.5676940420000001,579,-247,287,98.25524795,9525.413086,97.59822276,0.474498265,534,434263.9452,5063248.84,231976.3389,5368750,66394084,617862,2.316185321,1.764244362,2.582605212
12406,1,181,515,329.7687874,4791.587646,69.22129475,0.11511023199999999,0.52451718,334,656,1264,1003.591714,19129.26538,138.3085875,-0.628735167,-0.223825192,608,-346,178,114.4389166,9962.015381000001,99.80989621,1.215498601,524,674951.6502,4644555.7639999995,462026.2978,6959837,64460565,838161,2.3851236730000003,2.153657762,2.357410818
12407,1,-1959,2919,676.1386345,358380.9275,598.6492525,11.01573977,1.567490635,4878,39,1990,1081.068532,182256.7244,426.9153597,-0.30300933399999996,-0.31118707100000004,1951,-841,267,206.9631987,40934.71265,202.3232875,2.5936049690000003,1108,5983454.141,10302295.94,1205109.179,29258461,74797387,2741361,3.208589556,2.188812671,2.721859868
12408,1,-1616,3242,677.0887474,381815.3611,617.9120982000001,8.410572828,1.780454116,4858,-1078,2931,1108.658853,367505.3982,606.222235,5.023136619,0.179720112,4009,-653,1287,284.2759993,72952.91309,270.09796939999995,10.37476359,1940,4093131.2739999997,5738625.177999999,404163.4134,29340747,78663965,5172022,2.9553462969999997,3.017359337,2.822153693
12409,1,-1323,2929,480.34120360000003,197700.2888,444.6350063,22.23548065,3.1708040439999996,4252,254,3127,1075.853745,109461.2021,330.84921360000004,23.29277595,3.642704303,2873,-1752,693,307.42483839999994,80659.68359,284.0064851,27.13330091,2445,1993230.711,6893321.186000001,2033621.586,14766571,74077522,6048642,3.133379228,3.257857806,3.1167165289999996
12410,1,-2151,4000,730.0784204,473356.4375,688.0090388,15.25179486,2.440351943,6151,-88,2735,1081.322057,122376.7048,349.82381969999994,8.833364274,1.055179297,2823,-1564,831,337.3888937,101817.0505,319.0878414,10.9509308,2395,9287752.014,8118297.004,3950431.3210000005,34112928,74832473,7285201,3.3592455039999995,3.220551102,2.638074978
12411,1,-303,1949,358.1408373,81737.02124,285.89687169999996,19.08509673,3.279754397,2252,490,1450,1032.349633,27289.232180000003,165.1945283,1.685464452,-0.32506851600000003,960,-19,198,121.0080705,3009.30835,54.85716316,-0.311886744,217,2530421.15,5486657.153,110068.3725,8208951,68207729,937149,2.914853332,2.822732254,2.839019522
12412,1,-393,2959,496.135267,211942.5447,460.3721806,20.92008033,4.145029139,3352,0,1862,1054.410558,87637.625,296.03652650000004,3.656030513,-1.12888109,1862,-297,930,242.6370747,45690.83984,213.75415750000002,5.376227949,1227,8579206.395,8717427.711000001,1449897.7019999998,15753613,71154024,3767856,2.784807947,2.794463822,3.1028347839999997
12413,1,-10,505,242.6521108,6717.769287,81.96199904,2.3208420380000003,0.843718367,515,549,1245,1016.6956970000001,13601.70288,116.6263387,3.6768574939999996,-1.673636269,696,-257,287,141.0260947,10452.05835,102.2353087,2.382653312,544,351085.0154,4419820.249,161453.2669,3768323,66154889,1272855,2.822274342,2.128616861,2.470668168
12414,1,-242,636,244.8736281,12792.68359,113.10474609999999,8.758949436,-1.107344878,878,470,1274,1012.9852699999999,17495.55859,132.27077759999997,4.375411958,-1.531708091,804,-227,475,139.8909732,11959.64819,109.3601765,2.66624886,702,249986.7002,4371664.069,204198.0621,3837638,65672906,1252447,3.125181742,2.448727929,2.840795175
12415,1,-353,3212,457.85747649999996,160127.2188,400.1589918,45.84482271,6.390829535,3565,411,2656,1043.403722,62364.04077000001,249.7279335,27.25346922,4.005585967,2245,-1118,633,250.98997740000001,44414.87109,210.7483596,19.1382361,1751,1955068.7759999998,5137689.739,858867.2053,13416542,69676245,4031742,3.3822746789999996,3.3114579710000003,3.2190999939999996
12416,1,-1181,2848,621.1498662,327142.0938,571.9633675,8.584865546,2.09917715,4029,343,2029,1108.760886,85487.03101,292.381653,1.649176864,0.21718557800000002,1686,-950,693,320.57004889999996,80171.30859,283.14538419999997,4.700273477,1643,11191378.43,7946221.4520000005,3689949.1539999996,24692938,78678445,6576970,2.84418709,2.796830201,2.7008870430000003
12417,1,-939,2616,642.0143958,300198.1365,547.9034007,8.296347761,2.05208986,3555,147,1666,995.1040775,91705.86621000001,302.8297644,0.379774854,-0.498131714,1519,-405,584,184.7979894,33698.07007,183.5703409,1.330136678,989,10769377.07,5029654.415,692530.7944,26379679,63374856,2185619,2.814069465,2.781637022,2.745628286
12418,1,-1757,3616,888.7596606000001,650379.8123,806.4612900000001,7.000769915,1.817856324,5373,-215,2166,1049.746725,174659.37399999998,417.9226891,1.4811416769999999,-0.772614378,2381,-920,1039,325.70356539999995,96107.79688,310.0125753,3.5682776460000003,1959,5139957.159,8880877.604,2048513.6430000002,50553199,70525964,6789300,3.0221575830000003,2.695892984,2.3900135469999997
12419,1,-1747,4111,1031.533105,902242.9138,949.8646818,6.474096358,1.9213192669999999,5858,-568,2588,1127.7324800000001,312390.906,558.9194092,1.433552519,0.131816245,3156,-910,1425,325.2050555,105561.8904,324.9028938,5.909648842999999,2335,6497664.317000001,12250208.59,1722503.965,68099875,81393955,6768533,3.070081768,2.805778793,2.69259362
12420,1,-1111,2202,587.5918146,286207.5466,534.9836882000001,5.4103158360000005,1.251117279,3313,264,1666,1087.401849,71856.13184,268.05994080000005,1.41773415,-0.44431893,1402,-881,841,298.7037883,66257.4978,257.4053181,4.1444042969999995,1722,5282271.452,7799542.755,1221303.591,22096905,75676338,5710333,2.703447454,2.026666189,2.7570970139999997
12421,2,-2929,1141,706.5031293999999,350066.2224,591.6639438,7.98281645,-2.350169139,4070,352,1441,974.8693902999998,81775.45288,285.9640762,-0.593600596,-0.199389223,1089,-574,1811,440.52529010000006,78100.99902,279.46555960000006,11.41196302,2385,11049972.46,8211907.572000001,2337436.111,31945387,60823701,12420002,3.025090834,2.480870653,3.069580901
12422,2,-5010,2232,1329.869143,1706192.483,1306.213031,5.8536747170000005,-1.93323313,7242,-1764,4598,1456.253707,1212376.513,1101.0797029999999,1.399487973,0.203756744,6362,-2821,1475,664.3553737000001,388998.6006,623.6975233,7.600128477,4296,13680870.0,20551731.15,6646915.1110000005,113187324,135723191,28247556,3.1759492480000002,3.05572574,2.8644948689999996
12423,2,-4979,2565,1435.579141,1894576.4340000001,1376.436135,3.506194905,-1.381598725,7544,-1058,4696,1139.724974,627264.7126,792.0004499,7.599544542,1.6535208069999998,5754,-1019,2227,636.6748213,213524.5154,462.0871296,3.948366258,3246,44076893.43,12125273.39,4835676.658,131896798,83134273,25942709,2.804167177,3.0407277560000003,3.054196402
12424,2,-4939,1454,904.4799265,719546.8037,848.2610469,12.60540309,-2.640200917,6393,49,2598,1071.037931,232588.6523,482.27445750000004,1.888564809,0.7037931540000001,2549,-2079,3584,679.5367908,349377.6875,591.0817943,16.00163187,5663,11759060.56,10100495.62,7062581.459,52357372,73415824,29553296,3.185247566,3.0506363660000004,2.988716187
12425,2,-3909,616,580.358631,297420.0935,545.3623506,31.25593425,-5.0161737969999995,4525,490,2147,989.6697366000001,41030.1709,202.5590553,16.47485008,2.527202748,1657,-742,841,391.84467589999997,35507.05859,188.4331674,16.81389326,1583,4548343.256,4797275.973,1737813.525,21556233,62684556,9826704,3.15008328,3.132832262,2.8459436260000004
12426,2,-4989,2474,1143.260906,1086145.5,1042.183045,9.576885848,-2.358769569,7463,-843,2558,1078.768511,239619.7773,489.50973160000007,4.79281506,-0.840631263,3401,-1653,1435,473.35611919999997,139721.1501,373.7929242,10.673343699999998,3088,20270651.89,8866520.705,3121618.731,83650912,74479456,14340225,3.096797944,2.924111917,2.926970867
12427,2,-1151,787,361.8498912,90471.50684,300.7848182,2.7769184769999997,0.30216496,1938,578,1892,958.1534895,38302.04468,195.70908169999998,9.057441082999999,2.167031138,1314,-584,1336,473.0628592,78913.07813,280.9147168,3.863278911,1920,1386577.346,4637465.8610000005,1780656.343,8379862,58755719,14322462,3.050504815,2.873856426,3.16840933
12428,2,-2292,1272,514.1542813,192564.1211,438.82128610000007,8.453572118,-1.14940787,3564,392,2166,1011.1176130000001,117155.2439,342.27948210000005,3.301065757,1.266583265,1774,-861,1297,467.49418449999996,103693.3662,322.0145435,5.530707733,2158,4874147.852,8917814.083999999,4285733.313,16918696,65430965,13987252,2.860548323,2.463374811,2.65528102
12429,2,-2141,434,568.7286672,173283.9373,416.27387289999996,3.507609495,-1.316285778,2575,-303,2735,1034.716401,265300.0537,515.0728625,1.498313326,0.382023185,3038,-930,940,452.33772989999994,116502.4861,341.32460519999995,3.1727660230000003,1870,6374791.955,13891963.67,4046466.3589999997,20700947,68520834,13095003,2.929188382,2.73139077,2.593964456
