,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
12543,2,-1777,1232,378.1548542,135235.0781,367.7432231,3009,333,2950,1085.670876,137197.2178,2617,-1702,388.63734300000004,82501.38062000001,2602,9152070,75435600,9666495
12544,2,-4969,1282,895.9346201999999,778751.2813,882.4688557,6251,-392,3480,1179.060941,255660.1521,3872,-2049,460.6477606000001,141282.3337,3118,51372726,88971821,13580567
12545,2,-5000,2747,775.0887046,590037.3086,768.1388602000001,7747,-254,4637,1143.057864,280032.3711,4891,-1356,352.6688647,58494.876710000004,2177,38448800,83621202,7960021
12546,2,-4636,1919,767.0600429,564756.4587,751.5028002,6555,-29,3529,1143.315143,214327.9568,3558,-1019,363.2104461,59552.42163,2038,37656391,83658849,8442997
12547,2,-525,212,156.2772976,20366.49609,142.71123319999998,737,470,1313,1004.876648,12493.98022,843,-742,341.81363710000005,33225.225589999995,1494,1563046,64625733,7477540
12548,2,-5010,4858,1025.401636,1047691.209,1023.567882,9868,-1068,4813,1292.356176,573942.7654,5881,-3178,553.3917859000001,238088.8398,4197,67292705,106891807,19599518
12549,2,-3727,2686,804.7703088,637435.3037,798.3954557,6413,-666,3254,1178.824991,346836.3611,3920,-1990,528.5851693,222609.4336,3296,41449936,88936215,17881746
12550,2,-2353,2737,647.5173018999999,415266.2256,644.4115343,5090,-147,4205,1188.7628550000002,351613.2773,4352,-2227,552.1463376,240373.3884,3642,26833834,90442056,19511397
12551,2,-4868,2414,891.5448233,784515.0017,885.7285147,7282,-205,3343,1148.286135,228005.0837,3548,-1009,371.9016377,79965.9353,1622,50870539,84387907,8851893
12552,2,-4979,2434,938.4055043999999,862928.3572,928.9393722000001,7413,-549,4754,1197.5670189999998,425993.8845,5303,-3554,658.8092241,350544.7148,4563,56358713,91786673,27777894
12553,2,-4030,2262,753.1695215,561490.7029,749.3268332,6292,29,4107,1137.645327,270820.1365,4078,-3653,626.345589,320493.1716,5177,36304917,82831161,25107763
12554,2,-1090,3797,855.5695837000001,731509.7969,855.28346,4887,-254,4666,1145.88222,269073.0,4920,-584,316.46507010000005,45926.6521,1782,46847956,84034948,6409609
12555,2,-4989,2969,1012.7074630000001,1012329.835,1006.1460310000001,7958,-372,2990,1252.519804,376102.9724,3362,-584,453.23981299999997,121154.0525,2643,65636890,100403575,13147285
12556,2,-4989,1757,894.8306666000001,788803.4236,888.1460597999999,6746,-205,4147,1184.182141,269127.0938,4352,-940,370.57790589999996,76326.70288,1781,51246203,89746390,8788991
12557,2,-5000,4323,896.9251554,796042.3298,892.2120431,9323,-98,4235,1164.834128,305604.865,4333,-1633,358.075542,103686.7031,2207,51486383,86837667,8205958
12558,2,-5000,4060,860.6654947000001,733121.6211,856.2252162999998,9060,-705,4568,1188.736448,335520.5898,5273,-940,282.37917769999996,37751.42871,1484,47407686,90438038,5103232
12559,2,-1505,1383,501.9146933,248850.238,498.848913,2888,264,1813,1172.107897,134824.4412,1549,-950,331.4448248,71592.64429,1761,16122775,87925563,7030763
12560,2,-292,-30,153.60150349999998,3229.23999,56.82640223,262,676,1245,1020.561541,11606.30835,569,0,190.77219730000002,3030.725586,277,1509979,66658935,2329218
12561,2,-444,626,167.7561009,25773.15796,160.54020669999997,1070,833,1137,1023.2195820000001,1663.772461,304,29,165.7341621,2315.834961,327,1801095,67006612,1757940
12562,2,-2979,1707,539.556777,217197.0037,466.0439933,4686,313,2372,1072.50939,68188.83568999999,2059,-1435,278.2523023,54462.62402,2048,18631777,73617689,4955158
12563,2,-565,50,236.7267676,18766.43359,136.9906332,615,539,1588,1034.919841,35212.21069,1049,-118,149.5423748,5782.335693,464,3586532,68547781,1431227
12564,2,-555,636,217.0583519,46979.55054,216.7476656,1191,147,1931,1049.66194,118532.0225,1784,39,291.1882177,15498.24194,782,3015317,70514572,5426597
12565,2,-909,90,294.8324736,26271.7334,162.0855743,999,245,1549,998.4986777,51091.40015,1304,-39,147.8051927,4578.772461,296,5563276,63807975,1398168
12566,2,-919,1242,407.4184543,164754.9333,405.90015189999997,2161,686,1509,1027.734363,17080.67554,823,-29,271.8750287,19641.59277,821,10623347,67599227,4730626
12567,2,-252,-20,167.2489256,958.1989745999999,30.9547892,232,950,1343,1026.864782,3505.944336,393,158,219.7737117,510.42553710000004,109,1790221,67484882,3091231
12568,2,-5000,3878,839.1702002999999,678875.9131,823.9392654,8878,-1921,4686,1175.07545,435957.5615,6607,-495,305.94349460000007,59647.60132,1821,45069224,88371348,5990491
12569,2,-272,-90,187.2027644,1188.875,34.48006671,182,950,1049,1006.2172039999999,437.0625,99,158,198.4731169,342.11303710000004,89,2242872,64798276,2521061
12570,2,-2707,666,457.72972369999997,144076.4648,379.57405710000006,3373,176,2107,1037.0914109999999,93911.1084,1931,-910,300.041117,55817.01342999999,1870,13409056,68835750,5761579
12571,2,-454,-50,221.420591,9170.698975,95.7637665,404,607,1205,1022.6438009999999,18364.70313,598,0,182.41851780000002,2382.960693,247,3137733,66931222,2129697
12572,2,-1646,727,545.7554827,264935.1501,514.7185154,2373,-49,2284,1215.9981369999998,289529.374,2333,-1207,346.30809530000005,67122.69312000001,2078,19062339,94633694,7675475
12573,2,-1080,151,300.4133871,40163.161869999996,200.4074895,1231,235,1705,1001.703034,92040.41309,1470,59,208.0897493,5895.366211,376,5775885,64218174,2771286
12574,2,-414,-10,270.8501661,4305.827147999999,65.61880179,404,794,1274,991.6024594,6760.902344,480,-69,159.9347523,3182.131836,346,4695028,62929628,1637064
12575,2,-1919,666,436.8860692,122258.1836,349.6543773,2585,401,1519,1016.358958,47060.65234,1118,-366,181.777981,14982.39429,880,12215644,66111074,2114767
12576,2,-1232,1888,434.633646,187646.1563,433.1814357,3120,49,1774,1011.6875140000001,42978.45215,1725,-683,684.681849,411586.0486,5484,12090010,65504744,30002511
12577,2,-1676,1535,507.6363579,178478.8103,422.4675257,3211,352,3058,1018.938549,118584.7341,2706,-1465,275.87029900000005,57425.220460000004,2059,16492459,66447089,4870683
12578,2,-262,-60,171.00904580000002,1365.530273,36.95308206,202,960,1049,1011.661404,294.93725589999997,89,138,194.2495978,676.65625,119,1871622,65501363,2414906
12579,2,-1717,696,366.6969755,88342.39818999999,297.2244912,2413,274,2235,965.0312738,129393.0935,1961,-386,237.1568244,16224.60718,1059,8605867,59602263,3599575
12580,2,-2656,1030,566.16862,281860.9336,530.9057672,3686,107,2352,1113.182417,207427.0313,2245,-1623,376.9955238,104936.9131,2484,20515002,79307206,9096040
12581,2,-2505,2242,585.9805084,278268.4443,527.5115585,4747,264,3088,1049.038823,115829.365,2824,-1455,307.01592999999997,65475.538089999995,2177,21975882,70430877,6032562
12582,2,-414,40,212.18461890000003,5408.874022999999,73.54504758,454,617,1137,996.9233608999999,11217.6709,520,49,214.05347609999998,2470.349365,337,2881428,63606796,2932409
12583,2,-414,2343,488.37151270000004,211461.9041,459.84987120000005,2757,264,1401,1032.639027,52514.62866,1137,-316,498.1966385,149849.0505,1910,15264431,68245975,15884793
12584,2,-1393,838,399.0145478,156294.9216,395.3415253,2231,333,1990,1021.105941,51823.74121,1657,-633,357.14230360000005,56611.631839999995,1326,10189607,66730070,8163240
12585,2,-161,474,117.6122469,11312.28687,106.35923500000001,635,931,1098,1016.182193,814.7021484,167,-108,252.29766030000002,6121.5896,474,885289,66088080,4073863
12586,2,-232,616,179.8658354,31789.13965,178.2950915,848,862,1117,1017.991719,1859.2282710000002,255,-108,224.7666498,6452.853271,454,2070510,66323657,3233283
12587,2,161,212,192.132116,134.70214840000003,11.60612547,51,960,1019,990.2940377999998,149.10839840000003,59,217,254.60189509999998,210.8398438,80,2362544,62763666,4148616
12588,2,-191,434,163.58679840000002,25739.638430000003,160.4357766,625,686,1343,1016.3637769999999,10716.35327,657,-89,257.5160796,14529.83984,663,1712681,66111701,4244130
12589,2,-111,636,163.77700159999998,18098.17871,134.5294715,747,931,1039,1000.976031,421.17944339999997,108,118,270.5937915,2498.246094,258,1716666,64124993,4686144
12590,2,-898,313,169.92953500000002,28679.60913,169.350551,1211,882,1500,1018.313925,5405.631836,618,-227,277.22325730000006,7560.398193000001,722,1848067,66365648,4918575
12591,2,-888,2909,510.9874784,254453.2126,504.4335562,3797,382,2107,1043.244938,94164.05371000001,1725,-683,418.6527312,91667.80835,2148,16710925,69655040,11217287
12592,2,212,252,231.55641859999997,83.984375,9.164298937,40,941,990,971.6477788999999,104.99121090000001,49,277,301.66120789999997,106.65600590000001,49,3431576,60422362,5823967
12593,2,-212,1767,448.42397630000005,148499.8398,385.35676960000006,1979,588,1382,1014.9905789999999,26953.23438,794,-386,351.7363626,81962.10059,1356,12869380,65933176,7917982
12594,2,-1444,1505,402.0372923,145524.822,381.4771579,2949,245,2686,1069.84276,95219.39063,2441,-2732,617.9473456000001,358492.9333,3999,10344575,73252066,24438971
12595,2,-1212,3383,644.0270399,367008.0916,605.8119275,4595,480,1754,1064.663907,69420.27905,1274,-574,504.28073780000005,175390.7412,2514,26545333,72544591,16275140
12596,2,-494,2515,421.6474386,163914.1396,404.8631122,3009,578,1637,1031.094094,31533.933589999997,1059,-1049,399.20726129999997,137286.335,3256,11378340,68041922,10199452
12597,2,-151,171,83.52918652,5267.819336,72.57974467,322,990,1068,1032.44278,333.5146484,78,49,125.64023540000001,1219.9960939999999,149,446536,68220038,1010270
12598,2,-393,464,201.6705234,13404.73438,115.7788166,857,803,1196,1005.219915,4677.472412,393,-544,273.5731164,32676.19434,1227,2602944,64669893,4789904
12599,2,-535,535,162.9871544,20490.55859,143.145236,1070,647,1509,1038.0415449999998,15213.52734,862,-1247,261.808106,49469.28491,1821,1700148,68961936,4386783
12600,2,-606,505,192.531288,31107.97437,176.37452869999998,1111,784,1284,1028.8976810000001,5633.788086,500,-742,222.70818909999997,25438.12109,1246,2372371,67752348,3174332
12601,2,-434,1202,195.7114426,33589.288089999995,183.27380630000002,1636,794,1764,1042.7957310000002,13867.921880000002,970,-782,188.21256269999998,22155.80859,1207,2451390,69595068,2267134
12602,2,-2373,2454,672.1384367,442083.2126,664.8933844,4827,254,2901,1111.707049,145173.4219,2647,-1069,398.9282909,137221.2773,1861,28913285,79097124,10185202
12603,2,-595,666,223.4074193,44663.68359,211.3378423,1261,627,1558,1028.404514,11534.3584,931,-1801,390.7954028,112752.2908,2672,3194296,67687414,9774147
12604,2,-2030,1242,502.4161311000001,238238.6475,488.0969652,3272,186,3166,1076.561707,120719.6384,2980,-1237,343.3102642,89142.28027,2167,16155006,74175047,7543164
12605,2,-70,343,121.4035111,3621.7460939999996,60.18094461,413,862,1166,1027.908799,2188.413086,304,69,164.541788,1001.8427730000001,158,943284,67622176,1732736
12606,2,-1080,1171,329.1685311,102338.4041,319.9037419,2251,578,1617,1030.299835,23857.194340000002,1039,-821,234.744309,31738.9021,1484,6934523,67937136,3526713
12607,2,-858,888,276.6928577,67474.46484,259.7584741,1746,725,1627,1042.452772,17357.89746,902,-1148,280.9883783,67465.30859,1553,4899772,69549298,5053086
12608,2,-848,2848,567.7574856000001,293363.5,541.630409,3696,254,1480,1021.6058439999999,46426.60938,1226,-1267,417.02191939999994,151957.0068,3187,20630308,66795424,11130066
12609,2,-414,2818,487.9153199,209421.0857,457.6254863,3232,441,1980,1055.159444,58728.73217999999,1539,-564,169.07404069999998,16035.03027,880,15235927,71255133,1829506
12610,2,-424,373,126.7888254,15008.97559,122.5111243,797,774,1519,1048.49854,13324.67188,745,-1168,272.74166460000004,62537.6521,1831,1028826,70358348,4760833
12611,2,-222,2121,395.4113167,124101.8064,352.2808629,2343,715,1647,1068.79823,22833.40234,932,-702,260.03749730000004,39227.25,1385,10006407,73109098,4327648
12612,2,-595,474,175.08163269999997,28437.22827,168.6334139,1069,627,2009,1044.101932,28154.18652,1382,-2009,370.5457757,121901.0349,2504,1961829,69769526,8787467
12613,2,10,353,148.59955630000002,4924.921631,70.17778588,343,862,1176,1022.794961,2391.890625,314,-326,219.46002630000004,18487.257569999998,1078,1413237,66951010,3082413
12614,2,-4767,4646,906.8107059,814115.4063,902.2834401,9413,294,2382,1056.323185,125886.9509,2088,-1752,360.1358034,107900.0427,2821,52627562,71412395,8300659
12615,2,-656,1343,304.7200816,76950.75366,277.39998860000003,1999,607,2205,1071.767429,57215.50757,1598,-2504,650.1018188999999,412145.335,3385,5942677,73515867,27048472
12616,2,-131,343,128.6967123,4442.209961,66.64990593,474,862,1205,1029.0992039999999,1714.976318,343,-752,204.1687415,25220.77734,1118,1060022,67778891,2667832
12617,2,101,353,236.67253880000004,2818.792725,53.09230382,252,892,1088,972.3637999,1952.323975,196,247,324.7622207,1060.734375,129,3584889,60511447,6750112
12618,2,-313,2333,510.5680966,159297.2412,399.1205848,2646,215,1460,964.0864360999999,39742.09375,1245,59,362.4520011,12680.437259999999,742,16683506,59485610,8407773
12619,2,-222,1131,370.847151,43671.54272,208.9773737,1353,647,1166,968.8155139,10030.35938,519,69,310.44089110000004,7019.259520999999,495,8801767,60070624,6167907
12620,2,-10,373,224.422488,7600.505615000001,87.18087872,383,696,1509,991.0537242999999,21695.607180000003,813,158,311.5233488,4526.267334,287,3223389,62859999,6210995
12621,2,-373,777,250.58818309999998,24108.46484,155.269008,1150,647,1254,981.8921386,12969.13257,607,-603,355.0641227,27533.397460000004,1197,4018844,61703179,8068514
12622,2,101,262,202.4232879,975.1875,31.22799225,161,872,1068,982.1559751,1993.43335,196,237,298.2589584,526.515625,119,2622412,61736343,5693338
12623,2,10,272,141.047975,2478.780273,49.78735054,262,774,1166,997.3421788999999,3826.712646,392,138,287.7181238,1467.631836,287,1273250,63660251,5298030
12624,2,-545,1222,337.0444843,83143.28101,288.3457664,1767,588,1676,990.3214360999999,34159.57202,1088,0,319.82873839999996,13626.05444,722,7270335,62767139,6546587
12625,2,-373,2202,424.0293143,115973.57400000001,340.54893039999996,2575,294,1598,990.7728596000001,25849.667719999998,1304,19,332.07552789999994,11972.311520000001,812,11507255,62824375,7057546
12626,2,60,141,101.1709568,403.6005859,20.08981299,81,960,1049,998.7315705,400.0927734,89,247,296.4683794,277.5,79,655076,63837744,5625184
12627,2,151,282,227.4685074,785.9138184,28.0341545,131,911,1049,982.7961147,1042.445068,138,217,280.18333839999997,565.767334,119,3311483,61816845,5024173
12628,2,-474,1616,427.9959842,121800.5,348.9992837,2090,519,1490,987.2273912,32596.02515,971,79,348.671855,8802.027344,604,11723556,62375547,7780612
12629,2,20,1636,330.51621560000007,52313.99121,228.7225201,1616,549,1509,991.5359692,10855.138429999999,960,-188,332.8280571,7783.665770999999,702,6991422,62921189,7089569
12630,2,-616,2282,492.7264232,169820.2537,412.0925305,2898,568,1578,978.4592240000001,21719.208740000002,1010,-178,377.757921,18609.976319999998,989,15537877,61272477,9132867
12631,2,-919,4757,910.5517815,714680.9138,845.3880256000001,5676,-19,2823,1093.329298,209226.8572,2842,-742,297.5830766,78618.08984,1197,53062691,76503613,5667564
12632,2,-1232,3777,890.9192232999999,713417.96,844.6407283,5009,-176,2715,1136.416806,243571.0381,2891,-1742,512.3041393999999,250656.1406,2870,50799172,82652362,16797154
12633,2,-969,3727,632.6566259,358421.374,598.683033,4696,-735,2460,1153.5129630000001,285916.5225,3195,-485,266.7530752,47010.95679,1158,25616282,85157898,4554061
12634,2,-1898,5121,1247.8041460000002,1428940.6719999998,1195.383065,7019,-264,1941,1211.1674699999999,222133.1775,2205,-762,408.2708966,144891.9844,2148,99648972,93883305,10667848
12635,2,-1949,3474,704.3816437,434447.835,659.1265698,5423,558,2735,1115.986909,78756.76563,2177,-2693,605.8715056,350919.5156,3970,31753824,79707314,23493138
12636,2,-60,828,211.9683423,13739.70679,117.21649540000001,888,480,1460,1013.315914,18196.927490000002,980,-19,183.68532019999998,3903.132568,316,2875557,65715785,2159379
12637,2,-929,767,304.53558389999995,57673.50757,240.15309190000002,1696,490,1598,1014.254568,35606.65405,1108,-2148,474.9932893999999,192596.9209,3306,5935483,65837589,14439592
12638,2,131,585,281.603611,6383.717772999999,79.89817128,454,539,1215,1004.149819,18260.76538,676,-178,100.1978511,5464.355225,346,5075238,64532279,642535
12639,2,-1666,1484,539.1211454,270189.2009,519.7972691000001,3150,274,2813,1082.692268,156316.0408,2539,-2504,702.2055321,477836.4998,3860,18601703,75022243,31557927
12640,2,-1545,5131,1161.0130880000002,1277933.269,1130.457106,6676,-1215,2254,1145.309681,320869.5564,3469,-1148,542.7753621,248285.9834,4286,86268889,83950993,18854726
12641,2,-161,262,95.78834089,6415.874022999999,80.0991512,423,980,1098,1027.483812,384.11499019999997,118,79,174.9170786,1913.386475,257,587226,67566271,1958143
12642,2,-343,1353,419.0762535,77028.90625,277.5408191,1696,460,1450,1009.6586679999999,42957.850589999995,990,-801,213.0706309,38452.913089999995,1216,11239994,65242280,2905542
12643,2,-747,1535,330.94091710000004,72495.71265,269.2502788,2282,588,1960,1075.2926929999999,41250.37109,1372,-1425,434.2970614,175027.1211,2395,7009401,74000280,12071292
12644,2,-575,616,190.22240269999998,22706.80371,150.6877689,1191,735,1284,1025.726374,6544.436522999999,549,-782,238.62195519999997,35761.092769999996,1484,2315812,67335334,3644188
12645,2,141,313,235.25109590000002,1250.4938960000002,35.36232312,172,931,1137,1014.0944699999999,951.953125,206,29,92.96824054,772.0771484,129,3541957,65816806,553158
12646,2,-1020,2565,688.212642,390629.6287,625.0037029,3585,176,1607,1057.959859,87784.92188,1431,-603,242.34321609999998,54782.861079999995,1226,30312745,71633860,3758735
12647,2,151,252,199.3441199,515.5134277,22.70492078,101,980,1039,1008.652884,150.8063965,59,138,175.2821832,317.203125,89,2543237,65112361,1966326
12648,2,-393,696,282.2156478,33548.239989999995,183.1617864,1089,490,2617,1082.3690960000001,56419.85913,2127,-2524,423.235713,178287.4688,3276,5097323,74977463,11464222
12649,2,-535,1373,389.9836335,117729.1365,343.11679710000004,1908,607,1431,1024.234165,37208.24121,824,-1445,474.4533697,202662.2148,2345,9733583,67139560,14406784
12650,2,-747,4000,707.8503218,399161.4431,631.7922467999999,4747,215,1843,1061.1288140000001,112543.1775,1628,-534,183.77937690000002,31235.644289999997,1147,32067333,72063639,2161591
12651,2,-2525,4040,671.6633504,405589.4287,636.8590336,6565,-529,3588,1107.691984,169811.9961,4117,-4306,654.1944355,402455.2888,5771,28872426,78526818,27390103
